Des_Id,Des_Name,Des_Address,Des_City,Des_Category,Des_Rating,Des_Price,Des_Descriptions,Des_User_Id,Des_User_Name,Des_User_Rating,Des_User_Review
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11922,Hoàng Dũng Smartbox,5,"Chùa nằm trong khuôn viên chung với bảo tàng và gần Lăng Bác luôn ạ...đi 1 dc 3 nhé
Free vé , gửi xe 10k/xe ... Cảnh đẹp nhé"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12005,Linh Bùi,5,"Đi vào cuối tuần nên hơi đông
Cảnh đẹp , nhưng hơi ít chỗ tham quan"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11733,Sanjay Bindal,5,A small pagoda that stands on a single pillar is a beautiful Buddhist shrine extremely popular inside the main HO CHI MINH MAUSOLEUM complex.Offering prayers here is a gratifying! Can be seen within 15 minutes. Do come here
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12458,Zeynep Kayhan,5,"Beautiful place to stroll around.
""Bags to back"": Charming ladies concerned about the bags spoiling their picture. "
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12443,HAI NGUYEN DONG,1,"Ngôi chùa là một biểu tượng nhưng cách quản lý quá kém, khuôn viên nhếch nhác không thể chấp nhận được. Hồ cạn nước, rác, cây cỏ mọc, phơi đồ đạc, dây điện, các kios bán hàng tạm bợ, xập xệ…"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12512,Thu Hương Nguyễn Thị (Mii Mi),5,"Kiến trúc độc lạ, bạn có thể tham quan Bảo tàng Hồ Chí Minh và ghé qua đây để check in. Rất bình yên. Có bán quà lưu niệm tại đây"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11108,TOK,4,Địa điểm lịch sử! Không có gì quá đặc biệt!
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11074,Packaging Solutions ICD (ICD Pallet Solutions),5,"Chùa Một Cột, đơn giản, giản dị và sạch sẽ. Cây cối khuôn viên đẹp.
Đây là địa điểm điểm tham quan nằm trong nhóm địa danh: Lăng Bác, Nhàn Sàn, Bảo Tàng HCM."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11124,Yến Nguyễn,5,"Chùa cùng tổ hợp lăng bác nên vào cần phải kiểm tra an ninh nên lối vào xa hơn lối ra và phải đi vòng. Chùa thực sự yên tĩnh khuôn viên trong lành, trong khu chùa không có đồ bán vàng mã hoa quả đâu, nên đi chùa mà muốn lễ thì nên mang đồ trước nhé."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12630,Tom James,4,Pretty cool. Would be nice if you get context when visiting here.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12925,Văn Kỷ Nguyễn,5,"Bên cạnh Khuê Văn Các là biểu trưng cho Hà Nội,  mỗi lần ghé thăm thủ đô đứng nơi nầy tôi luôn thấy tràn dâng niềm tự hào dân tộc,  Liên hoa đài một cấu trúc độc lạ của Phật giáo VN."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12326,Cường Nguyễn,5,"Vùng đất linh thiêng với kiến trúc cổ kính , mọi người nhớ ăn mặc lịch sự và ko mặc đồ ngắn khi vào đền chùa nhé hãy lưu ý"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12719,Sơn Hải,5,"Chùa Một Cột tọa lạc tại khu vực Đội Cấn, quận Ba Đình, Thành phố Hà Nội, Việt Nam. Vị trí của chùa nằm rất gần khu quần thể di tích Quảng trường Ba Đình và lăng Hồ Chủ Tịch.  Đây là một trong những khu vực nằm ở trung tâm của thành phố Hà Nội."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12873,ANH,5,"Đây là một địa điểm du lịch nổi tiếng của Hà Nội.
Phong cảnh nơi đây rất đẹp, môi trường sạch sẽ.  Thu hút được nhiều lượt khách trong và ngoài nước."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12565,Rupayan Chakrabarty,5,Very nice place and is inside Ho chi Minh Mausoleum.Entry is free.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11049,Thien Nguyen,5,Chùa Một Cột hay chùa Diên Hựu là một trong những ngôi chùa cổ nhất Việt Nam. Được xây dựng vào thời Lý với hình dáng hoa sen cách điệu. Ngôi chùa này đến nay đã có tuổi đời hơn 1000 năm. Công trình chùa Một Cột cũng đã từng được công nhận là công trình kiến trúc Phật giáo độc đáo nhất Châu Á.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12521,Nhu Y Le Thi,3,"Chùa Một Cột nằm trong khuôn viên của công viên phía sau phố Ông Ích Khiêm, phường Đội Cấn, Ba Đình, Hà Nội. Bên phải chùa là Quảng trường Ba Đình."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12369,Lucy Lee,5,Very tranquil place to visit
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12382,Yen hong,5,"Chùa Một Cột tọa lạc trong khuôn viên của công viên phía sau phố Ông Ích Khiêm, thuộc phường Đội Cấn, quận Ba Đình, thành phố Hà Nội. Bên phải chùa là Quảng trường Ba Đình, rất dễ cho bạn định vị và tìm đến bằng bất cứ phương tiện nào."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11847,Bùi Thanh Thảo,5,"Chùa Một Cột có tên gọi khác là chùa Mật, chùa Liên Hựu nằm gần quần thể di tích Quảng trường Ba Đình, lăng Chủ tịch ở trung tâm quận Ba Đình, Hà Nội.Là một trong những địa điểm du lịch đẹp ở Hà Nội"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12620,Andrea DiCastro,5,A beautiful national treasure found in the Ho Chi Minh complex. It was super busy here on the weekend so not the calm vibe many reviewers mentioned. 
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12023,Dũng Vật vờ,5,"Di tích lịch sử nổi tiếng của việt nam bởi cấu trúc độc lạ,và cổ kính.rất đông du khách trong và ngoài nước tham quan,khán phá.rất đông vào các dịp cuối tuần"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11139,MINH CHÂU NGUYỄN,5,"Chùa Một Cột trải qua gần một Thiên Niên Kỹ lịch sử. Một công trình độc đáo đáng tự hào của thời Ông Cha đã để lại cho hậu thế gìn giữ, bảo tồn những nét văn hóa Việt."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12434,Town Traveller,5,Its a nice area to sit and just relax. Its a replica of the old pagoda.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11909,manh nguyen,4,Vui. Có chỗ bán xúc xích giá rẻ có 10000
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12835,Loc Huynh Thanh,4,"Chùa và không gian xung quanh đẹp, nhưng nhiều bảng treo trước mặt tiền cổng chùa làm mất thẩm mỹ."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11491,Pham Than,4,"Nearby has a budda tree, you guys should find it out"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12720,Jessica Ashurst,3,It’s a pretty cool pagoda set in some gardens. Not worth a special visit but if you are in the area it’s fun to pop in and take a look.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11168,Thúy Trang Thanh,5,"Là người dân Việt, mọi người nên đến tham quan di tích lịch sử của đất nước, để hiểu hơn về văn hóa, để yêu hơn quê hương"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11404,hung tran,5,Chùa Một Cột là một trong những địa điểm du lịch đẹp ở Hà Nội luôn thu hút lượng lớn du khách ghé thăm mỗi ngày.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12319,Ms Rini,5,"Vì đến đây lúc chiều tối nên không thể vào tron thăm Bác được. Khi vào có khu giữ xe máy 10.000đ/ chiếc. Các bác giữ xe rất nhiệt tình nhé, hỏi đường đi các vào trong như nào xác bác chỉ rất nhiệt tình và rõ ràng. Vào bên trong cảnh đẹp lắm ."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12205,Dhennver Ng,5,This is one of my favourite places in Hanoi. I wasn't sure how to get in there but you have to go through security check points. They'll stop you if you are not dressed appropriately.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11692,Railway Cafe Tuan,5,"Ngôi chùa độc đáo top thế giới 🌏🇻🇳
Nếu tới Hà Nội bạn nên đến thăm quan. …"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12518,Phung Tran,5,"Chùa rất yên tĩnh và trang nghiêm, đến đây lúc cuối năm ngay thời điểm dịch nên khá là vắng vẻ. Xung quanh rất nhiều cây cối, nhiều bạn đến đây để vẽ... Cảm giác rất tuyệt!"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12468,Bùi Quang Khắc,5,Chùa một cột đc vua Lê Thánh Tông xây dựng lên .Chùa là địa điểm du lịch được khá nhiều người biết đến
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11953,Thang N. Nguyen,5,"The pagoda is a historic Buddhist temple in the center of Ba Dinh district. It is truly an interesting place to see: from its story to its architecture. On sunny day, you can take a short break in the nearby stone chairs and enjoy the gentle breeze."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12693,duong cao,5,"Chùa Một Cột, hay còn được gọi là Chùa Một Cột Diên Hựu, là một trong những điểm đến tôn giáo và văn hóa quan trọng tại Hà Nội, Việt Nam. Đây là một công trình kiến trúc độc đáo và có lịch sử lâu đời,"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12708,Trinh Trinh,4,"1 trong những danh lam nên ghé qua cho biết khi đến Hà Nội. Nơi đây thường xuyên đông khách thập phương. Nhang khói nghi ngút. Đầu xuân có những cành đào khẳng khiu rung rinh treo vài ba nụ hồng lãng đãng trong khói mờ nhang trầm, cảm giác rất có tiên khí. Giá vắng khách, càng thêm đẹp (đông người quá có khi thấy xô bồ)"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12681,Kartick Krishnamurthy,4,"Very serene and peaceful place.  You can actually visit the Pagoda, the Ho Chi Minh Museum and Mausoleum together they are very close to each other."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12134,Henry Hung,5,"Chùa Một Cột là nơi linh thiêng của đất nước Việt Nam!
Cần được gìn giữ và bảo vệ!"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11031,Renata Krisnanti,4,"The view is amazing bcs it really stand by one pillar. The smell was typical. I thought this will be bigger, but this is much smaller than what I've imagined. Located at a strategical place. This place is worth to come to, unfortunately a bit dirty."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12648,AN CHONG,5,"Kiến trúc độc đáo, cổ điển.
Vị trí gần Lăng Bác. Mọi người xếp hàng thăm lăng xong có thể dạo bước đến chùa."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11426,PD,3,Single Pillar Pagoda made by the late king in Hanoi marks to keep evil out from the city. Temples next to Pagoda is worth visiting.  Also there is Communist party museum to be checked by people having that inclination. Overall the place can be avoided if you dont have interest in both of the two things above.
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11925,Vo Viet Trieu,5,"Lang thang Hà lội mà không đến Chùa Một Cột là một điều đáng tiếc , bạn không thể bỏ qua địa điểm này nhé"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12700,Talha Suleman,4,"Beautiful place, need full day to appreciate the awesomeness! Well worth the visit."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12366,V T Nguyen,4,"Một địa điểm đáng tham quan tại Hà Nội, ngôi chùa rất nhỏ so với những hình ảnh đã xem"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11664,Lưu Tăng,3,Đẹp như xưa.  nhưng hàng quán ô bạt nhếch nhác kém thẩm mĩ
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11438,Nashon DuPuy,3,Pretty anticlimactic. The weather was wet and cold so it might be better if the weather was nicer? I wouldn't go out of my way to see this
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",12917,chiangmaicharlies,4,"Very much a tourist site. I'm not impressed by the structure itself, but I liked the lilies in the pond, and the very amusing pictures on the wall - depicting what might happen to you (as a Buddhist) in the next life."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11380,Sang Bùi Văn,5,"Chùa Một Cột hay Chùa Mật (gọi theo Hán-Việt là Nhất Trụ tháp 一柱塔), còn có tên khác là Diên Hựu tự  (延祐寺) hoặc Liên Hoa Đài (蓮花臺, Đài Hoa Sen), là một ngôi chùa nằm giữa lòng thủ đô Hà Nội. Đây là ngôi chùa có kiến trúc độc đáo ở Việt Nam."
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11616,Azid Voal,5,"Biểu tượng của Hà Nội và của Việt Nam, ngôi chùa cổ đã tồn tại hàng trăm năm lịch sử"
12,Chùa Một Cột,"Đội Cấn, Ba Đình",Hà Nội,Du lịch văn hóa ,"4,3",0,"Ngôi chùa thờ Phật đã được xây lại, vốn được dựng lên vào năm 1049 với thiết kế hoa sen.",11230,Fedor Tolmanov,5,Certainly unique and definitely worth visiting
